countrycode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
391,5529-TBPGK,09/08/2013,535335924,10/07/2012,09/08/2012,57.88,No,21/08/2012,Paper,42,12
770,7228-LEPPM,30/04/2012,2219394095,10/07/2012,09/08/2012,51.32,No,27/08/2012,Electronic,48,18
770,9928-IJYBQ,18/03/2012,5029459580,10/07/2012,09/08/2012,34.63,No,03/08/2012,Electronic,24,0
770,6077-FDQRK,11/09/2012,6035899942,10/07/2012,09/08/2012,53.52,No,02/08/2012,Paper,23,0
406,5164-VMYWJ,27/11/2013,7717855496,11/07/2012,10/08/2012,72.52,No,10/08/2012,Paper,30,0
391,6708-DPYTF,02/08/2012,8097727269,11/07/2012,10/08/2012,69,No,13/08/2012,Paper,33,3
391,6708-DPYTF,02/08/2012,9094577240,11/07/2012,10/08/2012,73.6,No,24/08/2012,Paper,44,14
406,4651-PMEXQ,04/07/2012,8082355258,12/07/2012,11/08/2012,68.84,No,03/08/2012,Electronic,22,0
770,2687-XWAMA,03/04/2013,8044630018,13/07/2012,12/08/2012,46.68,No,30/07/2012,Paper,17,0
406,7938-EVASK,15/12/2012,8400290228,13/07/2012,12/08/2012,88.31,No,28/08/2012,Paper,46,16
391,0709-LZRJV,20/06/2013,8575598490,13/07/2012,12/08/2012,26.98,Yes,24/08/2012,Paper,42,12
391,2676-DZINU,19/10/2012,3284111300,14/07/2012,13/08/2012,89.31,No,02/08/2012,Paper,19,0
770,2687-XWAMA,03/04/2013,5201178540,14/07/2012,13/08/2012,62.66,No,25/07/2012,Paper,11,0
897,8942-ERSWK,11/01/2013,7400497460,14/07/2012,13/08/2012,16.31,No,26/07/2012,Paper,12,0
770,2026-XLBER,12/11/2012,8193327667,14/07/2012,13/08/2012,57.7,No,31/07/2012,Paper,17,0
770,7260-ZHAKS,17/06/2012,8945106531,14/07/2012,13/08/2012,67.49,No,29/07/2012,Electronic,15,0
770,3993-QUNVJ,31/12/2012,1826544220,15/07/2012,14/08/2012,48.65,No,30/07/2012,Paper,15,0
391,1080-NDGAE,28/09/2012,2818239190,15/07/2012,14/08/2012,61.48,No,13/08/2012,Paper,29,0
406,4640-FGEJI,04/04/2013,4120167451,15/07/2012,14/08/2012,80.69,Yes,26/08/2012,Paper,42,12
391,9212-BTDMX,22/04/2012,5783904084,15/07/2012,14/08/2012,24.91,No,28/07/2012,Electronic,13,0
406,5573-KSOIA,30/09/2013,1653597509,16/07/2012,15/08/2012,100.63,No,19/08/2012,Paper,34,4
897,0688-XNJRO,24/06/2012,2349505867,16/07/2012,15/08/2012,9.19,No,11/09/2012,Electronic,57,27
770,3993-QUNVJ,31/12/2012,1854369389,17/07/2012,16/08/2012,56.21,No,09/08/2012,Paper,23,0
818,8887-NCUZC,22/01/2013,2017486994,17/07/2012,16/08/2012,57.63,Yes,07/09/2012,Paper,52,22
770,9928-IJYBQ,18/03/2012,7939830476,18/07/2012,17/08/2012,67.79,Yes,09/09/2012,Electronic,53,23
818,3568-JJMFW,09/01/2012,9414806653,18/07/2012,17/08/2012,84.79,Yes,14/08/2012,Electronic,27,0
406,9771-QTLGZ,10/12/2012,2404027687,19/07/2012,18/08/2012,67.4,Yes,01/08/2012,Paper,13,0
391,8820-BLYDZ,19/03/2013,5280781969,19/07/2012,18/08/2012,70.13,No,28/07/2012,Paper,9,0
391,3598-DNURW,29/08/2012,2690415975,20/07/2012,19/08/2012,84.54,No,13/08/2012,Paper,24,0
391,2676-DZINU,19/10/2012,6225729341,20/07/2012,19/08/2012,53.89,No,13/08/2012,Paper,24,0
391,5920-DPXLN,11/11/2012,6784166467,20/07/2012,19/08/2012,63.57,No,17/08/2012,Paper,28,0
406,5284-DJOZO,11/09/2012,6960019922,21/07/2012,20/08/2012,79.58,No,29/07/2012,Paper,8,0
897,7654-DOLHO,04/04/2012,7987083569,21/07/2012,20/08/2012,17.37,No,20/08/2012,Electronic,30,0
391,7841-HROAQ,15/09/2013,8942200261,21/07/2012,20/08/2012,64.33,No,07/08/2012,Paper,17,0
897,6296-UKEUZ,26/11/2012,9315531233,22/07/2012,21/08/2012,29.77,No,25/07/2012,Paper,3,0
391,8820-BLYDZ,19/03/2013,1699863695,23/07/2012,22/08/2012,85.33,No,30/07/2012,Paper,7,0
770,3993-QUNVJ,31/12/2012,6079394028,23/07/2012,22/08/2012,61.76,No,09/08/2012,Paper,17,0
406,4632-QZOKX,19/03/2013,8099860445,23/07/2012,22/08/2012,52.71,Yes,25/08/2012,Paper,33,3
770,0706-NRGUP,09/04/2013,8810803769,23/07/2012,22/08/2012,29.62,No,31/08/2012,Paper,39,9
897,9250-VHLWY,03/06/2013,9013501866,23/07/2012,22/08/2012,58.82,No,13/08/2012,Paper,21,0
391,7841-HROAQ,15/09/2013,3230944193,24/07/2012,23/08/2012,77.84,No,15/08/2012,Paper,22,0
406,1447-YZKCL,10/08/2012,7859471043,24/07/2012,23/08/2012,79.39,No,01/09/2012,Paper,39,9
406,9771-QTLGZ,10/12/2012,3817082781,25/07/2012,24/08/2012,29.85,Yes,15/08/2012,Paper,21,0
770,9928-IJYBQ,18/03/2012,4992290949,25/07/2012,24/08/2012,38.61,No,26/08/2012,Electronic,32,2
818,8102-ABPKQ,29/08/2013,8258508334,25/07/2012,24/08/2012,61.39,Yes,04/09/2012,Paper,41,11
406,5164-VMYWJ,27/11/2013,1905229160,26/07/2012,25/08/2012,78.22,Yes,02/09/2012,Paper,38,8
391,9212-BTDMX,22/04/2012,1976759712,26/07/2012,25/08/2012,51.56,No,13/08/2012,Electronic,18,0
391,2676-DZINU,19/10/2012,3869938435,26/07/2012,25/08/2012,84.26,No,16/08/2012,Paper,21,0
770,6077-FDQRK,11/09/2012,6021346193,26/07/2012,25/08/2012,63.03,No,17/08/2012,Paper,22,0
391,6160-HCSFI,10/01/2013,6107650729,26/07/2012,25/08/2012,60.72,No,21/08/2012,Paper,26,0
897,8942-ERSWK,11/01/2013,7254664069,26/07/2012,25/08/2012,13.36,No,06/08/2012,Paper,11,0
406,6833-ETVHD,30/04/2012,103483331,27/07/2012,26/08/2012,72.13,No,18/08/2012,Electronic,22,0
770,5592-UQXSS,31/12/2012,1577746988,27/07/2012,26/08/2012,57.14,Yes,07/09/2012,Paper,42,12
818,5924-UOPGH,06/06/2013,1595456378,27/07/2012,26/08/2012,59.28,No,11/08/2012,Paper,15,0
770,7856-ODQFO,05/08/2012,2606687623,27/07/2012,26/08/2012,63.17,No,22/08/2012,Paper,26,0
897,3271-YDPUJ,02/04/2013,5224697080,27/07/2012,26/08/2012,46.31,Yes,24/08/2012,Paper,28,0
406,9117-LYRCE,05/07/2013,9275623026,27/07/2012,26/08/2012,69.95,Yes,02/10/2012,Paper,67,37
818,5924-UOPGH,06/06/2013,674518601,28/07/2012,27/08/2012,94.42,No,18/08/2012,Paper,21,0
406,6048-QPZCF,13/07/2012,1950762665,28/07/2012,27/08/2012,75.54,No,01/08/2012,Electronic,4,0
406,3448-OWJOT,15/09/2012,3558050155,28/07/2012,27/08/2012,59.64,Yes,07/09/2012,Paper,41,11
406,5164-VMYWJ,27/11/2013,8467769345,28/07/2012,27/08/2012,86.76,Yes,15/09/2012,Paper,49,19
897,9883-SDWFS,08/07/2013,8861999698,28/07/2012,27/08/2012,45.24,Yes,12/09/2012,Paper,46,16
770,6077-FDQRK,11/09/2012,3158139891,29/07/2012,28/08/2012,32.59,No,16/08/2012,Paper,18,0
770,9323-NDIOV,09/07/2012,7479585452,29/07/2012,28/08/2012,68.14,No,27/08/2012,Electronic,29,0
770,7228-LEPPM,30/04/2012,1416192974,30/07/2012,29/08/2012,61.86,No,28/08/2012,Electronic,29,0
391,5196-TWQXF,20/06/2012,1677488544,30/07/2012,29/08/2012,62.28,No,18/08/2012,Electronic,19,0
406,9725-EZTEJ,17/03/2012,2073573910,30/07/2012,29/08/2012,74.95,Yes,02/09/2012,Electronic,34,4
406,5284-DJOZO,11/09/2012,7864694123,30/07/2012,29/08/2012,67.8,No,15/08/2012,Paper,16,0
406,5284-DJOZO,11/09/2012,6272696799,31/07/2012,30/08/2012,50.38,No,10/08/2012,Paper,10,0
818,8102-ABPKQ,29/08/2013,8077742155,31/07/2012,30/08/2012,55.5,Yes,13/09/2012,Paper,44,14
391,9174-IYKOC,27/11/2012,8973326459,31/07/2012,30/08/2012,53.08,No,10/09/2012,Paper,41,11
770,0465-DTULQ,04/03/2013,1745880588,01/08/2012,31/08/2012,61,No,05/09/2012,Paper,35,5
406,7600-OISKG,19/07/2013,3163580771,01/08/2012,31/08/2012,79.02,Yes,30/08/2012,Paper,29,0
770,0625-TNJFG,15/08/2013,3582527568,01/08/2012,31/08/2012,64.44,No,31/08/2012,Paper,30,0
406,1447-YZKCL,10/08/2012,3775864259,01/08/2012,31/08/2012,62.66,No,13/09/2012,Paper,43,13
406,8389-TCXFQ,24/08/2012,6941328190,01/08/2012,31/08/2012,71.83,Yes,04/09/2012,Paper,34,4
391,6708-DPYTF,02/08/2012,8365287542,01/08/2012,31/08/2012,57.69,No,08/09/2012,Paper,38,8
391,9174-IYKOC,27/11/2012,135429278,02/08/2012,01/09/2012,58.2,No,24/08/2012,Paper,22,0
391,6708-DPYTF,02/08/2012,180192586,02/08/2012,01/09/2012,74.65,No,18/09/2012,Paper,47,17
391,7841-HROAQ,15/09/2013,329307404,02/08/2012,01/09/2012,68.53,Yes,09/09/2012,Paper,38,8
406,0783-PEPYR,27/11/2013,3289137440,02/08/2012,01/09/2012,84.75,No,13/09/2012,Paper,42,12
897,1168-BEASA,06/11/2013,4462653546,02/08/2012,01/09/2012,57.17,No,26/08/2012,Paper,24,0
406,4632-QZOKX,19/03/2013,7603025462,02/08/2012,01/09/2012,58.06,Yes,14/09/2012,Paper,43,13
770,3993-QUNVJ,31/12/2012,8828293477,02/08/2012,01/09/2012,67.9,No,18/08/2012,Paper,16,0
897,6296-UKEUZ,26/11/2012,2528333146,03/08/2012,02/09/2012,45.31,Yes,19/08/2012,Paper,16,0
897,3271-YDPUJ,02/04/2013,4129245588,03/08/2012,02/09/2012,45.73,No,01/09/2012,Paper,29,0
770,0706-NRGUP,09/04/2013,7009543833,03/08/2012,02/09/2012,23.38,No,03/09/2012,Paper,31,1
406,5284-DJOZO,11/09/2012,847327295,04/08/2012,03/09/2012,72.95,Yes,09/09/2012,Paper,36,6
391,6708-DPYTF,02/08/2012,1459820060,04/08/2012,03/09/2012,46.29,No,04/09/2012,Electronic,31,1
770,2447-JCFGW,31/07/2012,7270249713,04/08/2012,03/09/2012,86.83,No,06/09/2012,Electronic,33,3
406,8389-TCXFQ,24/08/2012,8193753679,04/08/2012,03/09/2012,69.65,Yes,13/09/2012,Paper,40,10
770,6077-FDQRK,11/09/2012,8513935149,04/08/2012,03/09/2012,30.14,No,30/08/2012,Paper,26,0
391,2423-QOKIO,11/05/2013,1199977661,06/08/2012,05/09/2012,47.86,No,17/09/2012,Paper,42,12
406,4092-ZAVRG,19/05/2012,2102092958,06/08/2012,05/09/2012,92.36,No,10/08/2012,Electronic,4,0
770,6077-FDQRK,11/09/2012,8244116210,06/08/2012,05/09/2012,47.35,No,28/08/2012,Paper,22,0
391,3569-VJWXS,09/04/2013,1190360256,07/08/2012,06/09/2012,92.18,Yes,11/09/2012,Paper,35,5
406,9771-QTLGZ,10/12/2012,6265467648,07/08/2012,06/09/2012,51.19,Yes,31/08/2012,Paper,24,0
770,7228-LEPPM,30/04/2012,8346602190,07/08/2012,06/09/2012,60.58,No,10/09/2012,Electronic,34,4
818,3568-JJMFW,09/01/2012,391669562,08/08/2012,07/09/2012,71.98,Yes,04/09/2012,Electronic,27,0
818,7946-HJDUR,21/02/2012,1204820381,08/08/2012,07/09/2012,58.32,No,12/09/2012,Electronic,35,5
818,6627-ELFBK,26/11/2012,3146057306,08/08/2012,07/09/2012,78,No,26/08/2012,Paper,18,0
391,7841-HROAQ,15/09/2013,3155920868,08/08/2012,07/09/2012,53.74,No,04/09/2012,Paper,27,0
897,9286-VLKMI,13/02/2013,4485970270,08/08/2012,07/09/2012,41.52,No,15/08/2012,Paper,7,0
391,3598-DNURW,29/08/2012,423629217,09/08/2012,08/09/2012,57.34,No,03/09/2012,Paper,25,0
770,3831-FXWYK,08/03/2013,5834961407,09/08/2012,08/09/2012,73.9,No,10/09/2012,Paper,32,2
770,7050-KQLDO,29/09/2012,4891142927,10/08/2012,09/09/2012,47.99,No,10/09/2012,Paper,31,1
897,7654-DOLHO,04/04/2012,3177584497,11/08/2012,10/09/2012,23.04,No,06/09/2012,Electronic,26,0
391,5196-TWQXF,20/06/2012,1613828298,12/08/2012,11/09/2012,49.75,No,28/08/2012,Electronic,16,0
897,6296-UKEUZ,26/11/2012,1564854223,13/08/2012,12/09/2012,31.9,No,16/08/2012,Paper,3,0
770,9149-MATVB,30/04/2013,2367277437,13/08/2012,12/09/2012,52.46,No,13/09/2012,Paper,31,1
391,3598-DNURW,29/08/2012,7993778070,14/08/2012,13/09/2012,50.66,No,10/09/2012,Paper,27,0
818,5875-VZQCZ,15/07/2013,9227624437,14/08/2012,13/09/2012,89.27,No,10/09/2012,Paper,27,0
770,9149-MATVB,30/04/2013,1066047916,15/08/2012,14/09/2012,48.02,No,19/09/2012,Paper,35,5
406,6833-ETVHD,30/04/2012,4825120414,16/08/2012,15/09/2012,80.87,No,03/09/2012,Electronic,18,0
391,5529-TBPGK,09/08/2013,5221373409,16/08/2012,15/09/2012,59.21,No,23/09/2012,Paper,38,8
770,3993-QUNVJ,31/12/2012,4872529612,17/08/2012,16/09/2012,37.24,No,02/09/2012,Paper,16,0
818,7695-NKUXM,21/11/2012,6624530768,17/08/2012,16/09/2012,55.22,Yes,14/09/2012,Paper,28,0
818,1604-LIFKX,16/03/2013,8780390122,17/08/2012,16/09/2012,87.95,No,27/09/2012,Paper,41,11
818,8102-ABPKQ,29/08/2013,666874152,18/08/2012,17/09/2012,57.38,Yes,29/09/2012,Paper,42,12
391,3569-VJWXS,09/04/2013,910348225,18/08/2012,17/09/2012,102.96,No,15/09/2012,Paper,28,0
897,8942-ERSWK,11/01/2013,7091811282,18/08/2012,17/09/2012,15.18,No,25/08/2012,Paper,7,0
897,8690-EEBEO,05/12/2012,5972339733,19/08/2012,18/09/2012,59.4,No,23/09/2012,Paper,35,5
897,9286-VLKMI,13/02/2013,8595337570,19/08/2012,18/09/2012,44.25,No,22/08/2012,Paper,3,0
818,8364-UWVLM,10/11/2012,176356154,20/08/2012,19/09/2012,78.83,Yes,03/10/2012,Paper,44,14
770,6077-FDQRK,11/09/2012,387380707,20/08/2012,19/09/2012,62.95,No,15/09/2012,Paper,26,0
391,6160-HCSFI,10/01/2013,533597326,20/08/2012,19/09/2012,65.49,No,12/09/2012,Paper,23,0
406,9758-AIEIK,23/04/2012,816501620,20/08/2012,19/09/2012,33.82,No,07/09/2012,Electronic,18,0
391,8156-PCYBM,03/03/2012,1887027624,20/08/2012,19/09/2012,61.58,No,05/09/2012,Electronic,16,0
897,9460-VAZGD,10/08/2013,2744921812,20/08/2012,19/09/2012,52.05,No,06/09/2012,Paper,17,0
391,7209-MDWKR,09/10/2013,3021707927,20/08/2012,19/09/2012,75.55,No,17/09/2012,Paper,28,0
770,7260-ZHAKS,17/06/2012,678458928,21/08/2012,20/09/2012,67.74,No,07/09/2012,Electronic,17,0
770,7758-WKLVM,06/02/2012,1953579202,21/08/2012,20/09/2012,60.87,No,21/09/2012,Electronic,31,1
406,9117-LYRCE,05/07/2013,9199249934,21/08/2012,20/09/2012,42.62,Yes,14/10/2012,Paper,54,24
391,6160-HCSFI,10/01/2013,1181151524,22/08/2012,21/09/2012,61.84,No,08/09/2012,Paper,17,0
406,3448-OWJOT,15/09/2012,5990869923,22/08/2012,21/09/2012,48.72,Yes,08/10/2012,Paper,47,17
391,6160-HCSFI,10/01/2013,6216182013,22/08/2012,21/09/2012,74.86,No,08/09/2012,Paper,17,0
406,6833-ETVHD,30/04/2012,6268716975,22/08/2012,21/09/2012,44.58,No,11/09/2012,Electronic,20,0
406,8389-TCXFQ,24/08/2012,3486080032,23/08/2012,22/09/2012,63.12,No,22/09/2012,Paper,30,0
406,6048-QPZCF,13/07/2012,498009655,24/08/2012,23/09/2012,76.34,Yes,19/09/2012,Electronic,26,0
897,3271-YDPUJ,02/04/2013,5870483009,24/08/2012,23/09/2012,23.08,No,13/09/2012,Paper,20,0
391,5196-TWQXF,20/06/2012,6274787669,24/08/2012,23/09/2012,69.54,No,23/09/2012,Electronic,30,0
770,0625-TNJFG,15/08/2013,6301784259,24/08/2012,23/09/2012,42.18,No,13/09/2012,Paper,20,0
897,8690-EEBEO,05/12/2012,6504376538,24/08/2012,23/09/2012,46.39,No,28/09/2012,Paper,35,5
770,0625-TNJFG,15/08/2013,6541040836,24/08/2012,23/09/2012,46.2,No,17/09/2012,Paper,24,0
406,4092-ZAVRG,19/05/2012,5584045928,25/08/2012,24/09/2012,72.2,No,28/08/2012,Electronic,3,0
391,7841-HROAQ,15/09/2013,5591470956,25/08/2012,24/09/2012,72.94,No,25/09/2012,Paper,31,1
818,7695-NKUXM,21/11/2012,6051615131,25/08/2012,24/09/2012,27.52,No,29/08/2012,Paper,4,0
391,2820-XGXSB,26/01/2012,8391160851,25/08/2012,24/09/2012,74.53,No,01/09/2012,Electronic,7,0
818,3271-HYHDN,28/04/2013,9566049241,25/08/2012,24/09/2012,36.09,No,31/08/2012,Paper,6,0
818,9181-HEKGV,16/10/2013,681101344,27/08/2012,26/09/2012,85.06,No,22/09/2012,Paper,26,0
770,6831-FIODB,08/05/2013,8156321502,27/08/2012,26/09/2012,52.08,No,24/09/2012,Paper,28,0
406,9771-QTLGZ,10/12/2012,6163803491,28/08/2012,27/09/2012,61.37,Yes,16/09/2012,Paper,19,0
818,3568-JJMFW,09/01/2012,7211101726,28/08/2012,27/09/2012,79.43,Yes,12/09/2012,Electronic,15,0
897,7654-DOLHO,04/04/2012,9069342751,28/08/2012,27/09/2012,69.55,No,23/09/2012,Electronic,26,0
406,6048-QPZCF,13/07/2012,9242625204,28/08/2012,27/09/2012,95.29,Yes,15/09/2012,Electronic,18,0
897,6177-VTITE,26/10/2012,195359114,29/08/2012,28/09/2012,56.26,Yes,21/09/2012,Paper,23,0
818,8887-NCUZC,22/01/2013,2035503608,29/08/2012,28/09/2012,38.37,No,30/09/2012,Paper,32,2
818,5613-UHVMG,31/05/2012,2601239901,29/08/2012,28/09/2012,55.54,Yes,13/10/2012,Electronic,45,15
406,5164-VMYWJ,27/11/2013,3724015185,29/08/2012,28/09/2012,71.79,No,03/10/2012,Paper,35,5
770,0465-DTULQ,04/03/2013,4481983205,29/08/2012,28/09/2012,70.67,No,28/09/2012,Paper,30,0
818,9181-HEKGV,16/10/2013,6428663736,29/08/2012,28/09/2012,74.47,Yes,10/10/2012,Paper,42,12
391,5920-DPXLN,11/11/2012,176959210,30/08/2012,29/09/2012,57.18,No,19/09/2012,Paper,20,0
770,7260-ZHAKS,17/06/2012,1072551347,30/08/2012,29/09/2012,60.64,No,21/09/2012,Electronic,22,0
406,7600-OISKG,19/07/2013,2015068982,30/08/2012,29/09/2012,74.43,Yes,06/10/2012,Paper,37,7
818,5148-SYKLB,28/08/2013,4145738246,30/08/2012,29/09/2012,67.37,Yes,06/10/2012,Paper,37,7
391,9841-XLGBV,03/01/2013,4719854881,30/08/2012,29/09/2012,32.24,No,23/09/2012,Paper,24,0
770,0465-DTULQ,04/03/2013,4838574848,30/08/2012,29/09/2012,28.95,Yes,14/10/2012,Paper,45,15
770,7260-ZHAKS,17/06/2012,5454474839,30/08/2012,29/09/2012,100.51,No,26/09/2012,Electronic,27,0
818,7695-NKUXM,21/11/2012,6217512898,30/08/2012,29/09/2012,45.52,Yes,27/09/2012,Paper,28,0
406,6048-QPZCF,13/07/2012,9042158941,30/08/2012,29/09/2012,75.59,No,06/09/2012,Electronic,7,0
770,0625-TNJFG,15/08/2013,4681944108,31/08/2012,30/09/2012,55.8,No,23/09/2012,Paper,23,0
406,9771-QTLGZ,10/12/2012,6475160337,31/08/2012,30/09/2012,52.75,Yes,19/09/2012,Paper,19,0
897,9286-VLKMI,13/02/2013,7903274357,31/08/2012,30/09/2012,57.8,No,11/09/2012,Paper,11,0
391,0379-NEVHP,06/04/2013,869802822,01/09/2012,01/10/2012,69.55,No,23/09/2012,Paper,22,0
406,3448-OWJOT,15/09/2012,1380765648,01/09/2012,01/10/2012,70.1,Yes,16/10/2012,Paper,45,15
818,5924-UOPGH,06/06/2013,2322349886,01/09/2012,01/10/2012,59.86,No,25/09/2012,Paper,24,0
818,7946-HJDUR,21/02/2012,5274457788,01/09/2012,01/10/2012,60.57,No,27/09/2012,Electronic,26,0
770,3831-FXWYK,08/03/2013,6120905901,01/09/2012,01/10/2012,78.39,No,27/09/2012,Paper,26,0
770,7228-LEPPM,30/04/2012,9339508583,01/09/2012,01/10/2012,69.9,No,06/10/2012,Electronic,35,5
391,2423-QOKIO,11/05/2013,9654364049,01/09/2012,01/10/2012,55.58,No,26/09/2012,Paper,25,0
406,4640-FGEJI,04/04/2013,1102427426,02/09/2012,02/10/2012,68.57,Yes,14/10/2012,Paper,42,12
406,0783-PEPYR,27/11/2013,5777629589,02/09/2012,02/10/2012,57.26,No,09/10/2012,Paper,37,7
406,6833-ETVHD,30/04/2012,9262446048,02/09/2012,02/10/2012,66.68,No,12/09/2012,Electronic,10,0
391,2125-HJDLA,22/05/2012,189882917,03/09/2012,03/10/2012,51.44,No,17/10/2012,Electronic,44,14
897,0688-XNJRO,24/06/2012,1318038002,03/09/2012,03/10/2012,28.51,No,13/10/2012,Electronic,40,10
770,0465-DTULQ,04/03/2013,2168210949,03/09/2012,03/10/2012,43.41,Yes,23/10/2012,Paper,50,20
391,8820-BLYDZ,19/03/2013,3516217989,03/09/2012,03/10/2012,64.95,No,16/09/2012,Paper,13,0
770,9149-MATVB,30/04/2013,4852824490,03/09/2012,03/10/2012,38.59,No,03/10/2012,Paper,30,0
391,6708-DPYTF,02/08/2012,8582366228,03/09/2012,03/10/2012,27.42,No,06/10/2012,Electronic,33,3
391,0709-LZRJV,20/06/2013,9922568654,03/09/2012,03/10/2012,42.67,No,09/10/2012,Paper,36,6
770,7050-KQLDO,29/09/2012,1342472678,04/09/2012,04/10/2012,76.8,No,07/10/2012,Paper,33,3
770,2447-JCFGW,31/07/2012,6444186130,04/09/2012,04/10/2012,44.71,No,30/09/2012,Electronic,26,0
818,2824-HJQPP,04/09/2013,8024350758,04/09/2012,04/10/2012,44.51,No,28/09/2012,Paper,24,0
391,0187-ERLSR,31/07/2013,1756742390,05/09/2012,05/10/2012,84.57,No,14/09/2012,Paper,9,0
897,1168-BEASA,06/11/2013,7829407127,05/09/2012,05/10/2012,61.46,No,03/10/2012,Paper,28,0
391,1080-NDGAE,28/09/2012,246081324,06/09/2012,06/10/2012,92.53,Yes,13/10/2012,Paper,37,7
897,1168-BEASA,06/11/2013,6095691270,06/09/2012,06/10/2012,43.17,No,25/09/2012,Paper,19,0
770,7260-ZHAKS,17/06/2012,8900955747,06/09/2012,06/10/2012,44.99,No,26/09/2012,Electronic,20,0
770,6077-FDQRK,11/09/2012,9077886672,06/09/2012,06/10/2012,30.23,No,22/09/2012,Paper,16,0
406,4651-PMEXQ,04/07/2012,4538309227,07/09/2012,07/10/2012,72.07,No,30/09/2012,Electronic,23,0
406,7938-EVASK,15/12/2012,6062304635,07/09/2012,07/10/2012,111.21,No,29/09/2012,Paper,22,0
391,8156-PCYBM,03/03/2012,7410471356,07/09/2012,07/10/2012,50.88,No,08/10/2012,Electronic,31,1
770,0625-TNJFG,15/08/2013,9759992761,08/09/2012,08/10/2012,53.87,No,02/10/2012,Paper,24,0
818,5924-UOPGH,06/06/2013,9947321662,08/09/2012,08/10/2012,93.09,Yes,15/10/2012,Paper,37,7
897,8690-EEBEO,05/12/2012,6555357057,09/09/2012,09/10/2012,102.79,No,23/10/2012,Paper,44,14
391,5529-TBPGK,09/08/2013,6780577164,09/09/2012,09/10/2012,75.34,No,10/10/2012,Paper,31,1
391,9174-IYKOC,27/11/2012,263678657,10/09/2012,10/10/2012,38,No,11/10/2012,Paper,31,1
406,7245-CKNCN,04/06/2012,939622166,10/09/2012,10/10/2012,85.36,No,29/09/2012,Electronic,19,0
770,0625-TNJFG,15/08/2013,4778063703,10/09/2012,10/10/2012,70.6,No,12/10/2012,Paper,32,2
391,0379-NEVHP,06/04/2013,6164052759,10/09/2012,10/10/2012,72.97,No,28/09/2012,Paper,18,0
770,9323-NDIOV,09/07/2012,7716386851,10/09/2012,10/10/2012,40.83,No,27/09/2012,Electronic,17,0
897,7372-CESLR,11/01/2013,8634528747,10/09/2012,10/10/2012,52.82,No,28/09/2012,Paper,18,0
406,6833-ETVHD,30/04/2012,152808559,11/09/2012,11/10/2012,59.01,No,29/09/2012,Electronic,18,0
897,6391-GBFQJ,25/11/2013,3624022887,11/09/2012,11/10/2012,10.23,No,27/09/2012,Paper,16,0
391,8820-BLYDZ,19/03/2013,4222838361,11/09/2012,11/10/2012,74.18,No,15/09/2012,Paper,4,0
406,8389-TCXFQ,24/08/2012,6584242369,11/09/2012,11/10/2012,46.35,Yes,09/10/2012,Electronic,28,0
391,5529-TBPGK,09/08/2013,9236420705,11/09/2012,11/10/2012,28.09,No,18/10/2012,Paper,37,7
391,3598-DNURW,29/08/2012,1366357246,12/09/2012,12/10/2012,56.44,No,28/09/2012,Electronic,16,0
770,7228-LEPPM,30/04/2012,1853598981,12/09/2012,12/10/2012,61.86,Yes,31/10/2012,Electronic,49,19
897,9883-SDWFS,08/07/2013,1985925745,12/09/2012,12/10/2012,29.51,No,19/10/2012,Paper,37,7
391,9014-WENVB,03/08/2013,7534126416,12/09/2012,12/10/2012,53.64,No,08/10/2012,Paper,26,0
770,7856-ODQFO,05/08/2012,7605231033,12/09/2012,12/10/2012,43.79,No,30/09/2012,Electronic,18,0
818,7946-HJDUR,21/02/2012,8429898953,12/09/2012,12/10/2012,51,No,05/10/2012,Electronic,23,0
818,5613-UHVMG,31/05/2012,8523083533,12/09/2012,12/10/2012,41.12,Yes,21/10/2012,Electronic,39,9
897,7654-DOLHO,04/04/2012,3717676857,13/09/2012,13/10/2012,8.22,No,05/10/2012,Electronic,22,0
406,1447-YZKCL,10/08/2012,5732886455,13/09/2012,13/10/2012,55.14,No,13/10/2012,Electronic,30,0
770,0465-DTULQ,04/03/2013,514496777,14/09/2012,14/10/2012,32.86,No,17/10/2012,Paper,33,3
897,9883-SDWFS,08/07/2013,1006769217,14/09/2012,14/10/2012,33.86,No,19/10/2012,Paper,35,5
770,2026-XLBER,12/11/2012,8056734091,14/09/2012,14/10/2012,50.87,No,03/10/2012,Paper,19,0
818,5924-UOPGH,06/06/2013,1184394683,15/09/2012,15/10/2012,96.74,Yes,29/10/2012,Paper,44,14
897,9250-VHLWY,03/06/2013,3113502518,15/09/2012,15/10/2012,46.49,No,15/10/2012,Paper,30,0
897,7654-DOLHO,04/04/2012,4902638386,15/09/2012,15/10/2012,46.03,No,08/10/2012,Electronic,23,0
406,6833-ETVHD,30/04/2012,8710240010,15/09/2012,15/10/2012,84.17,No,02/10/2012,Electronic,17,0
406,5164-VMYWJ,27/11/2013,9860244611,15/09/2012,15/10/2012,62.58,Yes,22/10/2012,Paper,37,7
897,9460-VAZGD,10/08/2013,1300298448,16/09/2012,16/10/2012,58.21,No,05/10/2012,Paper,19,0
897,6296-UKEUZ,26/11/2012,4276703607,16/09/2012,16/10/2012,25.05,No,19/09/2012,Paper,3,0
406,7600-OISKG,19/07/2013,8131192839,16/09/2012,16/10/2012,60.95,Yes,25/10/2012,Paper,39,9
